Time,Transformer_Age,Avg_Humidity,Avg_Transformer_Temperature,Avg_Load,Number_of_failures
2.564215755,5,86.80403583,30.1,13.28414057,10
3.426809675,5,63.08777182,21,11.45413923,9
3.155598588,6,82.89254005,53.4,10.45048709,10
4.05028212,5,72.15354749,61.9,15.82266924,12
3.107731094,5,64.81651399,30.5,10.55676301,8
2.785219315,5,78.5138367,62.7,8.877991201,7
3.318633878,6,76.83749076,52.2,15.60940036,11
2.889341636,7,64.06117577,23,12.77403145,10
3.476949606,6,76.84911701,60.5,16.46645504,14
4.351413789,5,56.64879908,30.6,13.55271581,13
4.688152742,7,71.62372646,54.1,14.10970703,18
3.637577306,4,85.050868,55,14.35456246,11
3.891858392,7,57.25930316,33.6,4.231288029,9
3.875806746,5,58.45243834,20.5,12.66405983,11
3.149384001,6,83.18443079,52.2,12.62730573,11
4.04454071,5,76.66779637,61,15.7288014,15
4.431696366,5,69.15264205,21.4,13.39377312,12
2.449302279,6,75.86942826,32.9,12.15827572,7
3.041579287,5,75.08754673,42.3,15.13739241,11
3.597378687,6,86.06953993,30.6,10.09163722,14
3.944276326,6,84.65664367,62.9,14.096193,14
2.721564118,5,60.63933311,22,4.705140523,2
2.837022066,6,77.84817971,33.2,8.818221035,8
3.69107095,4,57.36896365,33,14.63886879,9
3.827084862,4,85.09336774,43.5,11.54800616,11
3.817113566,7,56.55271415,21.2,14.45578121,12
4.78931272,4,78.27748483,63.1,11.41844405,15
2.575656256,5,55.80975022,33.7,12.70858396,5
3.877379567,7,78.03351176,61.8,7.023018279,12
3.048534333,5,66.53459081,31.6,13.76650499,9
4.179345629,5,79.81941647,44.8,11.64401678,12
4.192234909,5,74.32141763,40.1,3.373221547,9
3.043134423,6,62.95968675,30,11.49847607,8
1.879102274,4,58.07509527,32.4,10.13497998,0
3.620447251,7,86.98234807,31.5,7.669660728,14
3.692868563,7,60.59717136,34.2,9.363841372,10
2.917601331,7,74.94758368,60.8,11.73800253,10
3.427206494,6,85.13970633,34.4,6.862082054,10
2.353115488,6,80.27166288,52.8,13.26018563,8
3.626046649,5,68.09012996,33.3,12.01726537,11
3.042427361,4,62.31330171,42.6,11.22259089,5
3.083926653,7,70.03715445,33.5,14.57324702,13
3.239663207,4,73.50130839,40.9,7.94087765,5
4.34914383,7,58.89038038,33.9,12.49443895,16
3.356209183,6,68.35480534,34.7,11.42905769,10
3.249332511,7,46.20870486,24.3,12.28868329,7
3.406107508,5,67.28670338,23.7,13.99432794,12
3.521176031,3,74.87300003,33,12.47573909,8
4.005504727,6,76.47145425,33.1,8.460563084,12
3.30876731,7,71.65037719,53.9,10.9781786,12
3.18276775,7,70.65709574,64.9,11.3383042,12
3.160626938,6,89.58300172,40.2,4.424308241,7
4.01938282,6,67.76983485,24.9,10.01060715,12
3.012831325,6,71.02109113,30.6,13.06257711,7
3.293565089,5,68.76883493,21.5,7.199526702,7
3.607457181,6,79.93383501,34.1,12.31588612,12
2.927688454,6,70.46225211,31.7,7.083966103,8
3.286608501,5,55.64071863,32.7,15.53605814,8
3.316974751,5,55.60293965,24.1,8.432029167,5
3.818059601,7,81.77380329,41.2,8.261400234,14
3.454189467,5,59.6631833,41.4,11.68045143,9
2.759861233,5,60.07036494,41.6,14.6199905,6
4.04309261,6,73.33742044,34.3,5.94126592,11
2.838993813,5,88.61871792,43.4,14.54212901,11
3.983193497,5,49.56271805,24.1,11.19378649,10
3.369666091,5,75.02955795,31,13.57434482,12
4.087057838,5,66.74060503,34.6,17.03967522,14
2.840967948,7,64.73828032,21.9,8.261428772,7
3.183656568,4,81.1018676,53.7,9.387015933,8
3.268145277,4,90.67212171,64.8,4.756380776,7
3.087879,5,64.28539208,34.1,12.41134796,6
4.197082613,6,68.76552908,22.1,8.649672459,10
3.318202526,4,73.06146377,31.8,12.10542807,7
4.152370771,6,65.80437421,32.8,14.04180057,14
3.085342409,5,64.08996608,42.5,12.79003515,7
3.016784375,3,77.68933628,34,8.582556736,4
3.382658855,5,74.24003894,54.1,8.470703505,7
2.903017098,6,66.06602317,44.6,5.321585341,5
3.2726617,6,66.49610243,24.8,12.48435793,9
3.333048195,5,63.80818199,44,14.37203925,11
2.965944544,5,64.57118896,32,8.710821183,4
3.010847226,5,65.01809752,24.7,11.04086282,7
4.687071169,5,51.36280126,22.9,15.05326411,13
3.685299403,6,79.69953133,30.2,14.16617895,15
3.897312831,6,89.28096102,34.3,15.33914115,16
3.970546407,5,70.34765988,53,8.001003806,11
4.180375877,5,70.01099727,44.2,9.629352979,12
3.862484208,3,59.31333447,35,13.0564395,9
4.611175612,6,72.53842719,64.5,13.04159605,15
3.461622602,5,59.59743409,43.2,11.38112497,8
4.251148154,5,67.47627878,20.7,7.796908402,12
3.23072766,5,73.99011014,40.8,11.52324672,9
3.919009537,7,58.73084078,40.1,10.69534195,11
3.575109573,4,75.13012843,64.3,13.40084666,11
3.123939377,7,78.77242793,32.9,15.60379805,12
3.888794627,5,73.03732185,43.1,15.50393527,12
2.943608039,4,75.45438447,43.1,9.505332214,8
3.304295026,5,66.19484577,44.7,10.12601265,7
3.72980728,5,66.34890167,32.4,9.771686419,8
2.990032749,6,69.63875476,23.6,11.65979325,10
3.887501398,7,64.39048721,43.4,10.51469124,12
4.061618026,5,70.89930194,42.3,11.07002566,9
3.179781526,5,86.29541561,41.9,17.68516972,12
2.644248139,6,85.53895393,53,11.21257732,9
3.359370155,7,75.84188396,54.1,10.55284939,11
4.544590252,6,75.98933045,44.5,9.47613029,14
3.497329102,6,64.77494893,31.7,7.187318571,10
3.479738768,5,64.86461751,43.3,15.14040731,11
2.393365795,6,82.52002288,41.9,15.03566818,8
3.663174796,6,55.7541385,42,9.155738571,11
3.225733164,4,81.97046931,61.1,14.65637532,10
2.674737644,4,78.41066299,52,12.84945979,7
3.577155976,5,56.32025807,40.9,12.27045321,8
4.08153713,4,63.2000113,33.9,9.439640431,9
3.947712956,6,72.12339702,50.5,9.325764844,11
2.832478034,3,79.74419343,32.8,7.532774022,6
2.175093715,5,73.27671148,44.1,7.658699072,2
2.807006198,7,75.4168795,34.6,6.977716974,9
2.803715644,5,53.36778219,33.1,7.860533662,1
1.988693771,5,57.53579051,40.1,11.50556367,4
3.524869418,6,80.06614296,42.1,6.122307719,11
2.595368156,8,71.62284528,43.8,11.9691757,11
2.812167373,6,77.92875895,64.6,13.24453152,9
2.752591866,3,68.68290757,23,19.24910605,8
3.291417834,5,55.2758659,24.7,8.924260984,6
3.099858951,5,54.57060935,22.7,8.473096758,3
3.931926059,6,69.07296632,44.9,13.66412869,13
4.114266453,5,57.90228359,24.6,9.286471647,8
3.421741406,4,68.11614747,42.8,7.435036031,6
3.378895179,5,54.11953103,34.6,11.60707257,7
3.575527293,6,71.47346333,43,10.62571699,11
3.53212381,5,71.04610565,53.2,15.69232904,12
4.033407766,6,67.2443917,31.5,14.21928152,13
2.997421695,7,84.16866964,32.3,4.981371612,9
3.596930281,6,67.53219361,34.7,5.647911694,7
3.650378635,6,77.21937078,44.3,11.74442032,13
3.750197758,5,70.90924494,44.5,10.64594094,8
3.854233266,6,70.36667012,60.1,8.386594979,10
3.494235803,4,72.81183442,33.6,7.42965142,5
3.354408653,5,80.2778505,62.4,14.1991324,10
2.856162069,4,77.98048421,54,16.17714675,9
4.38528388,3,75.59136434,51.7,13.07097868,11
3.640276366,6,69.62139586,43.9,10.47217224,10
4.046875927,5,74.96476798,63.4,9.161006212,12
2.101345546,6,80.58236768,41.8,12.85366691,8
3.567897032,6,93.2133413,33.2,9.622138016,11
2.17359245,5,74.05887952,50.8,12.87164728,6
3.172892613,6,73.3696283,33.2,7.699448236,8
3.838941298,4,80.05913674,30.9,11.89808719,12
3.465951647,6,61.69512175,23.3,7.635794728,7
3.522709221,5,74.01814643,40.9,14.30477967,11
3.331284319,6,88.54531011,41.5,11.51913311,13
3.603377114,8,82.04047154,34.2,10.66722566,14
3.613745941,5,81.56580335,50,12.34219757,12
3.343868099,7,67.02655681,41.1,14.94449951,13
3.462785469,6,72.95573322,43,11.52043858,11
3.624025793,5,51.08517592,30.8,12.42604175,8
3.987594988,5,76.90169183,51.5,11.10841326,12
3.204545207,7,56.72823579,21.6,8.269083014,8
2.743374546,5,78.82091495,51.2,7.160205772,6
3.24196248,4,54.3258873,22.6,13.74325169,6
4.100338,6,82.13717355,53.7,11.25808783,15
4.421141746,3,66.11314226,32.2,12.57129744,9
2.27593884,6,72.07150836,33.6,12.65932044,8
3.8007184,6,73.43435592,54.4,14.76987284,13
3.048776011,6,60.04365015,20.6,12.33707232,10
3.237887263,6,76.40040242,54.1,10.09645426,10
2.80582494,6,64.63455068,21.3,11.56853325,8
4.560360793,5,65.09836777,22.1,11.29261881,13
3.887541154,5,62.11583196,33.9,9.0660386,10
3.57320725,5,76.17082958,52.5,8.817493423,8
2.560578755,7,44.06835938,24.5,9.97143301,6
3.517680062,7,66.9972914,43.6,9.543885817,12
3.529883281,6,69.3275635,43.6,8.546313111,11
3.323092413,6,78.42278374,30.1,12.16092725,11
2.9582361,4,57.09652814,24.3,11.52684345,4
3.104126794,5,70.53248076,53.9,6.017020439,6
3.243088564,5,67.27120954,43.7,7.616883704,6
3.874564067,5,66.00855739,22.3,14.35672921,13
3.680455725,6,67.28642775,42.7,10.11028334,10
2.804182905,6,62.36005985,21.3,8.641141171,6
2.972168503,6,59.82669477,43.8,10.2306567,8
3.155180678,5,80.84123474,41,8.299981146,7
4.009808769,6,81.33307932,42.9,7.435633281,10
4.141285021,6,71.67066817,34.8,11.69845748,10
2.776445754,4,41.29733361,34,12.59131342,4
3.338144172,4,75.73134684,41,15.00010794,10
3.34690456,8,64.91297609,23.2,7.501865302,11
2.622248101,6,70.98708924,34.4,11.51298184,9
2.94697972,6,59.43765122,23.4,4.541167664,6
2.911476859,5,75.59578681,51.3,9.200421179,7
3.796555237,5,60.61395449,44.5,10.64566275,8
3.633516546,5,46.9394693,34.2,15.5363643,9
2.926116007,5,55.71042791,22.3,13.88965857,7
3.247115364,5,76.10386208,65,11.98904603,9
3.407287637,7,67.71951062,23.4,6.739299153,10
2.154285206,6,68.85661622,21.4,11.39046285,5
2.660625622,7,75.33218756,51.5,9.842182417,9
3.412088144,8,82.58065887,50.6,12.20987353,16
3.503486341,6,75.82601532,33.5,9.105171313,11
3.585061425,5,80.00120823,62.2,9.502195206,10
4.096661537,5,75.11383044,41.4,12.06041577,12
3.336878798,5,75.65060629,63.6,12.45922285,9
3.258325479,5,64.90281845,20.7,14.70029479,8
3.575847577,5,67.13334011,43.2,10.21884376,8
3.674141606,6,78.02437608,42.7,12.28594121,13
3.551157149,6,69.09676901,22,12.83032168,10
3.340960719,6,68.01278162,33.6,7.056438395,8
3.528512605,7,84.52274921,40.3,13.66943398,15
2.760637367,8,61.76659565,23.4,8.927476021,8
3.307782676,6,70.44911118,62.8,9.963822771,9
2.875130515,7,64.49420818,34.2,13.19098446,8
3.278656749,5,57.09671826,31.4,10.25332477,5
3.623785724,6,71.94271726,40.3,9.280829387,10
3.470983593,6,65.99789184,43.7,10.18565671,11
3.218754364,6,60.88335078,41.7,4.41339173,6
3.373422205,5,66.58310366,24.7,4.258265813,6
3.033624494,5,78.69698636,44.2,8.959395331,7
3.225378615,6,67.11383337,34.5,9.087383221,9
3.911373803,6,65.72367699,22.4,9.151033017,9
3.760351793,6,73.85555041,53.4,15.233372,12
1.77973736,3,82.64121726,32.8,7.444326163,1
3.220150428,6,57.29563124,34.5,11.2044566,8
3.004498305,6,70.10051889,32.9,14.55711854,10
3.833117647,7,80.38649955,32.9,13.88647013,16
3.037067342,6,66.06743697,43,6.275917526,6
3.952238863,6,63.76060218,30.5,10.67740553,12
2.869335738,6,81.95579098,63.1,7.632659216,8
3.147442582,7,57.28417583,20.3,16.31064319,10
3.073846424,5,83.28555995,60.2,8.957018484,9
4.098108822,7,68.06536055,43.9,12.11881517,14
3.433488119,6,61.15470081,41.6,7.716045142,8
3.445919526,4,55.63805068,22.2,10.55350547,7
2.987940235,3,70.35223614,40.6,8.869628098,5
4.06310155,6,73.43427611,61.9,14.93243949,14
2.467263016,6,70.80153739,53.8,15.69818943,8
3.38430465,6,68.08714574,21.1,11.54455324,11
3.874329201,6,79.12674755,51.7,8.894928665,11
3.006985944,4,82.98090336,30.5,14.10625675,8
2.91547541,5,79.9448863,32.1,13.88092413,8
3.245396715,4,65.61204277,30,14.69025314,7
3.81160169,6,76.65643101,33.5,8.486107883,11
3.873716289,4,52.18507156,42.7,6.510927377,6
3.530251747,4,77.01407169,32.2,7.731110031,6
3.836677356,6,77.39400146,42.6,7.304473111,11
3.374805576,6,78.01897069,61.1,8.201629763,10
3.505402592,4,74.81930316,54.7,16.29569647,10
4.684989232,6,83.40524425,44.1,12.04060039,17
2.40135535,7,66.04115958,21.3,12.65939076,8
4.127432697,7,94.04851241,33.2,8.018266735,13
3.722409204,7,66.14439024,33.6,11.53508857,13
3.372375075,5,57.86855348,32.2,11.93849931,7
4.20218521,4,65.14700261,21.7,14.05527846,11
4.074656554,6,62.89606881,30.6,11.56609937,10
2.571480383,5,69.77103332,30.7,5.301827815,3
2.82917467,5,63.73969072,43.6,14.61305567,9
2.866568914,3,69.88817742,23.3,13.3642789,5
3.855369013,5,78.81143832,60,8.920896098,11
3.103590047,4,53.4005839,30.6,12.79480662,6
3.211793432,4,67.34748724,34.1,14.45630438,9
2.531622025,5,69.76381319,23.9,7.845702511,5
3.155661705,6,74.27873073,63.6,10.06443307,10
3.041551707,6,74.0003792,62.1,12.4342122,10
3.063655514,7,64.40255755,32.5,13.35242887,10
3.602948798,4,71.00443568,61,9.405934818,8
3.276302145,5,85.89659889,51,11.02372605,11
3.689205433,6,51.16256419,32.3,12.32126757,9
3.78351147,6,58.99690352,42.2,15.68869351,12
3.92706611,6,53.64679403,33.2,9.617420934,10
3.467307856,5,47.47499792,31.2,8.567399971,6
3.689778179,5,68.59309643,22,9.1065778,9
4.073901308,5,68.13649608,23.3,14.81087858,12
2.15403569,6,62.74272191,25,12.11289255,3
3.551714936,6,68.49294596,41.8,8.582986127,9
4.407209406,3,71.21999355,55,18.47946695,14
3.286885826,5,80.51738727,34.9,13.80667395,11
2.19922077,5,78.24070198,53.8,11.55683599,5
3.431616081,5,91.41241979,53,9.17413798,10
4.750690158,6,69.93422378,34.3,14.35774919,18
3.098721035,4,68.0310024,23,9.447221581,6
3.780544783,7,94.28035064,31.7,14.1240269,16
2.763393342,4,76.50712389,30.4,9.381687569,6
3.458302969,5,56.4764585,43.5,5.954281978,5
4.310325999,6,64.00685049,31.8,13.58176848,13
3.351136394,6,77.53988755,52.8,12.35721543,12
3.445560537,6,74.62821323,41.8,17.56122952,14
3.895001051,5,83.3451397,42,11.09369756,12
3.034655609,5,95.02520111,50.5,9.105571327,10
3.10335044,5,70.60947189,32.2,10.41365075,7
3.281049992,6,82.82587474,61.3,11.72956801,11
3.717842,8,78.45971202,50.9,11.13317672,14
3.377616547,8,70.72024549,60.2,11.63854461,14
4.215112541,7,72.71163222,31.1,1.000908017,10
3.087128944,6,97.94898314,61.9,9.563307042,11
3.419560625,5,54.0860478,34.9,11.43660415,7
3.624806241,4,75.36187342,41.5,14.41967135,11
2.964395136,5,80.43199844,64.9,9.203668169,8
2.723699052,4,88.52673819,50.9,8.439078088,5
3.439638123,7,107.5958834,51.4,14.65731604,18
3.363413443,7,62.10030142,32.7,16.0949386,12
3.519176443,5,74.19542404,42.6,7.352516244,10
3.798628664,7,76.13237025,52.6,7.236124324,13
4.10689448,6,84.7338077,51.2,9.487624266,12
3.518898706,5,59.62612283,43.9,7.878801095,7
3.737125208,6,62.88751536,44.7,10.82143909,11
3.009095976,4,73.47941423,31.6,9.500736742,5
3.061568618,5,62.20692269,20,12.64053599,8
3.179169313,5,72.53737124,60.1,8.459661339,7
3.845046328,6,72.67847632,43.5,12.34536471,11
3.119916272,5,59.13453615,41,9.969711694,7
3.667151192,6,66.82487909,43.8,13.39586169,11
3.09367047,4,61.94068363,33.5,12.45757482,6
3.129472599,7,53.00989403,20.6,17.01461036,10
3.758651785,5,69.99579342,30.9,9.482358934,9
3.305918037,6,87.5087217,50.7,17.66055525,14
2.244119675,5,70.88619391,44.3,9.546346203,4
3.351438176,6,73.97590147,42.7,11.5370245,12
2.875647113,4,54.95635406,32.4,11.46759195,6
3.012386922,6,72.82537332,62,11.61057162,11
3.765367331,5,78.54884014,50.3,8.413205743,9
3.66036543,5,69.31703177,20,10.49229411,9
3.460734153,6,51.78628479,22.8,15.86585351,11
3.826189377,4,57.15441059,23.6,15.56659727,10
3.805434082,4,86.08456811,44,16.06533738,12
3.806548229,4,75.51058857,40.5,16.12987885,13
3.187103951,5,82.74193678,40.6,7.605827978,8
2.890596469,7,59.08601199,44.2,9.501797144,8
2.644014993,5,76.65601844,32.6,10.52218449,7
3.644728683,6,56.67117321,40.7,14.62080224,11
4.624906739,4,68.0690822,21.5,9.485391638,13
3.753299733,5,69.89189234,41,18.6221754,13
3.069277806,5,83.51675153,51.9,10.746984,9
3.813721792,6,77.34862028,33.8,13.27382795,13
3.849399103,4,58.65544034,20.9,13.19168978,9
3.057542395,6,60.31560914,23.5,8.446644038,6
3.900955865,5,64.65128863,44.1,10.01228586,10
3.205203503,4,71.32170434,53,8.047216706,6
2.54649981,6,68.4053592,34.6,13.06627817,6
3.277751991,6,70.9020352,63.3,9.001815672,11
3.572820221,5,59.86455183,21.9,9.826718387,8
2.520241729,4,61.54788048,40.1,10.25559083,1
2.775587488,7,78.36759091,30.2,10.19174106,9
3.413906634,5,83.82275147,64.5,4.962212776,9
2.417756697,7,83.91225256,51.2,15.19907517,11
3.142451671,4,61.34831392,33.9,11.65691818,6
3.623397289,5,65.72988175,43.3,10.60747499,9
4.139017132,6,62.57289049,21.3,7.909522762,11
2.418907121,6,80.40754516,33.9,9.361974827,6
3.819837995,6,67.74004675,40,10.69516131,13
3.584946727,6,65.71655417,42.6,11.68884416,9
2.861016367,4,77.73969252,51,14.03222876,8
3.207346497,6,69.52699366,34.6,12.35330614,9
4.283796133,5,79.84941298,40.3,13.68489142,13
4.284972729,4,69.86339202,21,12.27186742,12
2.454635333,4,56.17544353,20.8,10.3083739,2
3.559178644,6,76.14547384,61.7,8.024778771,9
3.382743797,7,66.10356603,42.9,11.86611156,10
3.184538334,6,71.28709606,30.3,21.20111996,14
3.042554607,4,74.27780103,34,12.05993764,8
1.944565847,5,59.60675668,43.6,13.15579917,6
2.923651305,6,59.21795631,41,10.55788474,7
2.868920421,4,65.48997789,43.6,12.21413027,6
3.943649677,5,67.84153511,34.4,11.67225562,11
2.326809246,5,67.67379403,41,7.288907886,3
2.783786057,5,64.04475409,41.6,13.49767771,7
3.253381121,7,71.29217811,40.5,11.46931001,13
2.626125088,6,80.62651631,32.3,5.819741571,8
3.5318301,6,70.25588107,62.1,10.77755188,11
2.016752243,5,65.03331288,41.2,12.6627284,4
3.181876874,7,80.84430401,54,11.44337894,12
2.482917921,6,73.46448516,43.8,9.981640629,7
3.492075575,6,67.54620969,24.2,11.37544468,10
3.358567035,5,93.59022454,54.4,13.1372333,11
3.81581227,7,58.32411835,22.8,11.03289883,11
3.682788421,5,61.64151449,43.2,8.252641812,8
2.870412642,7,77.75049238,63.6,9.215325781,10
3.128463383,6,51.39219089,20.7,9.726113372,8
2.461520064,4,67.56554547,44.2,7.782530821,4
3.729443491,5,77.70046179,32.4,7.168658452,9
3.097672555,5,79.62687651,33.5,14.15374733,11
3.078747552,7,77.98975121,60.6,12.37502947,12
2.99947101,4,55.39636424,40.9,15.08404017,5
4.096434883,5,78.96371961,52.6,12.97283286,12
2.50981308,6,80.6369476,53.6,10.93076667,8
3.063574656,5,74.83381611,61.5,11.08329104,7
3.377373687,3,71.75401501,32.8,7.480177996,5
4.215055192,4,59.87958372,40.1,11.81214781,11
3.13468285,4,62.39560863,23.6,7.618976113,6
3.663170533,5,75.21358532,41.4,11.12998376,11
3.902918541,6,68.3423618,34.4,12.13011821,12
3.549317882,2,75.83527004,62.6,3.261209366,3
3.764829723,6,79.53781094,64.9,14.10471874,14
2.60149548,7,65.61958811,23.3,11.74574865,9
3.456790228,5,76.29224694,30.3,5.958992311,8
2.873688233,5,62.63176695,31.5,8.993192557,4
2.975897882,4,83.37627487,30.9,11.94249043,8
3.610985309,6,69.7573331,40.2,14.97063766,14
3.158315468,7,62.87213171,33.1,8.754721522,8
3.894718751,6,72.66297176,43.5,10.72177856,11
3.108130071,5,83.35418626,44.5,10.20540378,10
3.54307037,6,80.50035966,52.6,11.35460675,14
4.228290495,4,71.27673979,61.3,14.10596337,12
4.283750705,7,73.60455285,51.9,9.937975015,13
3.694090026,4,64.51146228,43.6,11.17426433,9
3.151677375,5,87.63599419,34.9,5.533568811,8
2.995518006,4,76.70800219,43,10.37122245,7
3.702971013,5,73.99877695,60.8,9.943621124,10
3.545253743,6,56.14572016,34.4,8.833315477,7
4.030227,5,72.82240151,52.6,11.44429059,13
4.221149935,4,55.96366581,22.6,8.627537626,10
3.169390443,4,58.75689352,41,10.03536812,5
3.356665719,5,86.36107723,51.7,10.65703388,8
2.970643113,5,61.73060324,32.9,11.16583532,6
3.152370329,5,77.23659864,62,11.6977663,7
3.662582142,6,62.45523075,20.4,14.0867,11
3.320327859,5,73.74606574,41.8,9.146324924,9
3.301546282,6,79.07488631,60,16.20279861,12
3.59999479,7,70.83621576,41.4,16.14661157,15
3.955234145,4,70.0318762,54.8,10.30579255,9
2.400686399,6,47.29553626,32.2,9.581532508,3
2.500821295,6,50.14301356,41.8,8.111996902,5
2.748713081,6,78.7230271,54.1,12.20526649,9
4.229522804,5,47.94561406,31.9,11.63484579,11
2.411821811,5,60.91906,24.3,5.996200207,1
3.78028277,5,68.45532332,22,11.22361397,9
3.626400171,5,80.77577938,30.1,4.259425215,7
3.199960918,4,56.60253117,24.4,15.06706211,7
2.939083135,5,67.50871993,43.1,8.833580852,6
3.269372291,6,68.81398143,44,13.57554939,11
3.587261888,5,82.05294206,40.3,12.55129589,11
3.503408191,4,63.94093592,34.3,6.064984825,7
3.871959627,5,89.83474499,62.8,6.259803939,9
3.600352374,6,82.46621014,63.4,7.599259634,9
3.907730161,6,57.34998914,32,18.27118804,16
2.463263207,5,61.78535053,22.4,7.176718037,3
4.343443876,5,65.41375695,23.1,13.95334404,13
3.238928633,7,59.11953083,40.5,10.61043315,9
4.216041964,6,44.3037246,44.2,11.81575364,10
3.361839706,3,66.37068549,23.7,13.0304811,6
2.490059779,6,72.38912329,35,7.677617919,5
2.671068384,5,66.00037145,41.3,12.62517328,8
3.120189185,5,61.94545542,34.2,7.611944054,6
4.251323154,6,70.59952049,53.6,6.498759326,12
3.085814084,5,54.24239418,43.5,7.240844951,6
3.204309153,7,84.08981112,43.9,15.09148456,14
3.715179052,5,90.53748361,50.2,8.376099829,11
3.926609529,5,72.05994888,32.5,11.44673841,11
3.34945286,5,64.6801691,40.5,11.2807417,8
2.863808685,5,76.01621871,33.9,9.693594325,7
2.970617301,5,60.318426,33.4,16.67604873,8
3.5208659,6,59.14977244,34.4,6.969048716,8
2.595887873,7,72.30652645,60.9,10.70632889,10
3.314052905,3,59.82743948,34.6,15.70608761,8
2.92042913,5,58.54419882,21.6,8.610590988,6
3.482464266,7,80.23025989,61.8,16.39988836,14
3.315158126,5,55.4403175,31.3,11.27720782,7
3.169695345,5,65.43412681,31.5,8.860316075,6
3.523279582,6,49.70758233,23.8,8.989721316,8
4.100855599,4,78.2640273,40.3,12.54142774,13
3.01016009,6,62.55855255,31.8,11.23928727,9
3.24357966,3,74.24296722,63.8,8.816238637,6
3.112878913,6,67.11162807,34,8.323315348,7
2.921258991,6,53.00798456,22.6,6.946933166,4
3.282037047,5,75.34536505,50.6,11.01158878,10
3.412893332,6,69.69909983,33.9,11.45111587,10
3.414353294,6,71.05546436,64.5,9.325188871,8
2.895866404,7,76.48963666,63.5,9.41023154,11
3.217608722,5,64.49329987,32,9.925690161,8
3.694587261,6,77.21848678,41.7,6.885709106,9
2.855287269,5,68.06409387,21.5,5.56950643,6
3.426257236,6,61.62871422,32.4,11.6747748,9
3.118492385,5,60.87284207,33.9,8.126161667,6
2.574449524,5,63.77634867,32.1,9.541874386,5
3.961924193,6,68.06975701,41.7,7.116880978,12
4.321861783,5,67.20339894,33,13.3297343,12
3.150300063,6,67.48590368,20.5,12.06142219,10
2.302021333,6,75.70722638,50.1,8.058677732,5
4.370044233,6,68.32860157,33.8,9.806766771,12
2.46373261,6,86.63669121,41.2,11.13939609,9
4.159649423,6,76.8513739,53.8,7.013939212,13
3.304531369,5,77.95214821,43.2,11.20771258,10
3.512690029,6,81.91410351,62.4,16.31175837,15
3.502102215,5,74.53195862,64.1,8.202955338,8
3.815646136,6,86.64643191,42.6,13.93674069,13
3.352413224,4,81.56727195,50.8,9.346123722,7
3.782988744,6,56.00872972,32.9,12.22520038,10
3.865751735,6,69.73586841,41.5,13.71659061,12
3.439429382,5,60.63146041,32,14.85692209,9
4.034975325,3,62.22769257,32.1,15.53703502,9
2.040869659,5,52.11695627,41.5,12.45649726,2
2.230596928,8,46.35161108,33,11.59680402,5
2.631418921,5,68.79953963,20,13.28279038,7
4.003565068,6,90.381508,41.2,12.26774911,16
3.425905115,3,91.14772966,60.2,12.97273878,10
2.714829126,5,56.59969092,44.2,11.03706542,6
3.815434618,7,62.46758845,35,14.1596181,13
5.181481967,5,69.32106078,32.2,6.873033763,14
2.497786576,5,69.68282497,30.2,15.27673786,7
3.744979037,4,69.08681661,34,13.74074147,11
3.599092685,6,56.60723946,30.2,8.27405545,8
2.792532014,3,69.50730815,42.7,13.67188889,6
2.152546663,6,67.43361593,21.1,10.88406158,5
3.853892315,5,71.91444354,64.6,13.54243728,12
2.895583725,4,68.07077577,31.5,8.612549219,4
3.422952698,4,68.36747645,30.2,8.078461548,6
3.250694394,7,65.7406578,44.1,5.29676614,9
2.861115441,5,66.72672496,20.2,10.01708717,6
3.277792499,5,84.37665652,51.6,10.70242265,12
3.238053197,4,72.83060937,40,11.72878257,7
3.761526531,5,67.65189075,23.6,16.09519784,12
3.9093913,6,62.56624835,22.8,9.190007109,10
3.202837528,7,63.94185043,33.4,11.33406107,11
2.80358977,6,81.04529732,53.5,3.362525075,6
3.380593777,6,59.55943931,43.6,12.10191984,11
3.635488687,6,58.29703684,30.4,14.51270393,13
3.005472448,6,85.45832091,54.6,10.76660802,10
3.694524932,5,79.15264179,40.7,6.754004873,10
3.752323225,6,69.11302586,23.5,10.90147198,12
3.90893314,3,59.56463605,40.4,9.650454798,8
2.616324115,5,39.69631652,43.8,12.74925744,5
3.179651568,4,57.58866925,43,13.76181872,7
3.689582775,7,66.13059311,42.7,10.03456219,13
3.481735371,6,72.04937602,50.2,12.15024592,10
4.555465536,5,75.45662803,53.5,14.4230934,15
4.061634545,6,58.84169743,43.8,10.45481542,12
2.607977769,6,85.88217916,31.7,9.230635069,7
3.552824841,8,81.10670736,33.9,14.7042371,15
2.902734885,5,66.30831721,40.2,12.411623,8
3.518004509,4,63.44943636,30.1,8.758843634,6
3.710807922,4,78.05452718,44.7,8.922396287,9
2.92382309,7,69.72863895,21.2,12.97145979,11
3.529898042,6,59.58260743,31.3,7.913081681,10
3.795624955,6,60.30097992,41.3,16.11014281,12
3.043695762,4,66.41016366,41.7,7.556704954,5
3.384296731,7,80.87219331,44,11.92360517,13
3.18835332,4,63.94383439,44.5,7.81536097,4
3.163263877,5,78.75734866,40.4,9.454717381,8
3.802423798,6,77.44187006,62.9,8.415108528,12
3.225255006,7,66.02617895,42.3,13.4427857,12
3.01999744,8,79.05595187,63,10.58068065,11
3.799820591,6,63.28047603,31.5,8.135251406,7
3.431290251,6,61.24800989,22.9,11.45260888,9
